"max_temp","time","set_point"
35,"2025/12/05 01:50:00",30.675977653631286
35,"2025/12/05 01:51:00",30.70949720670391
35,"2025/12/05 01:52:00",30.743016759776538
35,"2025/12/05 01:53:00",30.776536312849164
35,"2025/12/05 01:54:00",30.810055865921786
35,"2025/12/05 01:55:00",30.843575418994412
35,"2025/12/05 01:56:00",30.877094972067038
35,"2025/12/05 01:57:00",30.910614525139664
35,"2025/12/05 01:58:00",30.94413407821229
35,"2025/12/05 01:59:00",30.977653631284916
35,"2025/12/05 02:00:00",31.011173184357542
35,"2025/12/05 02:01:00",31.044692737430168
35,"2025/12/05 02:02:00",31.078212290502794
35,"2025/12/05 02:03:00",31.11173184357542
35,"2025/12/05 02:04:00",31.145251396648046
35,"2025/12/05 02:05:00",31.178770949720672
35,"2025/12/05 02:06:00",31.212290502793294
35,"2025/12/05 02:07:00",31.24581005586592
35,"2025/12/05 02:08:00",31.279329608938546
35,"2025/12/05 02:09:00",31.312849162011172
35,"2025/12/05 02:10:00",31.3463687150838
35,"2025/12/05 02:11:00",31.379888268156424
35,"2025/12/05 02:12:00",31.41340782122905
35,"2025/12/05 02:13:00",31.446927374301676
35,"2025/12/05 02:14:00",31.480446927374302
35,"2025/12/05 02:15:00",31.51396648044693
35,"2025/12/05 02:16:00",31.547486033519554
35,"2025/12/05 02:17:00",31.581005586592177
35,"2025/12/05 02:18:00",31.614525139664806
35,"2025/12/05 02:19:00",31.64804469273743
35,"2025/12/05 02:20:00",31.681564245810055
35,"2025/12/05 02:21:00",31.71508379888268
35,"2025/12/05 02:22:00",31.748603351955307
35,"2025/12/05 02:23:00",31.782122905027933
35,"2025/12/05 02:24:00",31.81564245810056
35,"2025/12/05 02:25:00",31.849162011173185
35,"2025/12/05 02:26:00",31.88268156424581
35,"2025/12/05 02:27:00",31.916201117318437
35,"2025/12/05 02:28:00",31.949720670391063
35,"2025/12/05 02:29:00",31.98324022346369
35,"2025/12/05 02:30:00",32.01675977653631
35,"2025/12/05 02:31:00",32.05027932960894
35,"2025/12/05 02:32:00",32.08379888268156
35,"2025/12/05 02:33:00",32.11731843575419
35,"2025/12/05 02:34:00",32.150837988826815
35,"2025/12/05 02:35:00",32.184357541899445
35,"2025/12/05 02:36:00",32.21787709497207
35,"2025/12/05 02:37:00",32.25139664804469
35,"2025/12/05 02:38:00",32.28491620111732
35,"2025/12/05 02:39:00",32.31843575418994
35,"2025/12/05 02:40:00",32.35195530726257
35,"2025/12/05 02:41:00",32.385474860335194
35,"2025/12/05 02:42:00",32.41899441340782
35,"2025/12/05 02:43:00",32.452513966480446
35,"2025/12/05 02:44:00",32.486033519553075
35,"2025/12/05 02:45:00",32.5195530726257
35,"2025/12/05 02:46:00",32.55307262569833
35,"2025/12/05 02:47:00",32.58659217877095
35,"2025/12/05 02:48:00",32.62011173184357
35,"2025/12/05 02:49:00",32.6536312849162
35,"2025/12/05 02:50:00",32.687150837988824
35,"2025/12/05 02:51:00",32.720670391061454
35,"2025/12/05 02:52:00",32.754189944134076
35,"2025/12/05 02:53:00",32.787709497206706
35,"2025/12/05 02:54:00",32.82122905027933
35,"2025/12/05 02:55:00",32.85474860335196
35,"2025/12/05 02:56:00",32.88826815642458
35,"2025/12/05 02:57:00",32.92178770949721
35,"2025/12/05 02:58:00",32.95530726256983
35,"2025/12/05 02:59:00",32.988826815642454
35,"2025/12/05 03:00:00",33.022346368715084
35,"2025/12/05 03:01:00",33.055865921787706
35,"2025/12/05 03:02:00",33.089385474860336
35,"2025/12/05 03:03:00",33.12290502793296
35,"2025/12/05 03:04:00",33.15642458100559
35,"2025/12/05 03:05:00",33.18994413407821
35,"2025/12/05 03:06:00",33.22346368715084
35,"2025/12/05 03:07:00",33.25698324022346
35,"2025/12/05 03:08:00",33.29050279329609
